title,date,url,scandal_of_company,company_name,related_company_name
無許可の副業で約2億円。20代職員が風俗店勤務…国税さん、最近ちょっと不祥事が多くないですか？,2024-11-08 07:21:15,https://gendai.media/articles/-/140580?page\u003d2,N,国税,-
ICC主任検察官の不祥事調査 女性職員にセクハラ疑惑,2024-11-12 06:36:00,https://www.nishinippon.co.jp/item/o/1280845/,N,ICC主任検察官,-
10～30代男女が「もうテレビで見たくない不祥事芸能人」、不同意性交容疑のジャンポケ斉藤を抑えたのは【トップ3】｜ニュース,2024-11-12 11:00:00,https://pinzuba.news/articles/-/8804,N,ジャンポケ斉藤,-
一大イベントの直前に不祥事発覚 カナデビア社長「極めて残念」 \u003d 社会 - 写真,2024-11-08 15:02:00,https://news.goo.ne.jp/picture/nation/ASSC81SZQSC8ULFA027M.html,Y,カナデビア,-
【11月13日付社説】公務員の不祥事/県民に尽くす立場忘れるな,2024-11-13 08:15:00,https://www.47news.jp/11760219.html,N,-,-
10～30代男女が「もうテレビで見たくない不祥事芸能人」、訴訟取り下げが話題のダウンタウン松本人志もランクイン【第4位以下】,2024-11-13 11:00:00,https://pinzuba.news/articles/-/8805,N,ダウンタウン松本人志,-
不祥事相次ぐ鹿児島県警 警察庁の見解は? 書面で回答された本部長の転出経緯と、「隠蔽の疑惑なし」との結論根拠,2024-11-09 07:00:00,https://www.47news.jp/11742383.html,N,鹿児島県警,-
トレーラーなどの「架装物」でカルテルの疑い、公取委が大手メーカーに立ち入り検査,2024-11-12 13:22:22,https://online.logi-biz.com/113317/,Y,-,-
アトレチコ鈴鹿でのカズの役割とは。“不祥事クラブ”からの脱却へ（2024年11月13日）｜BIGLOBEニュース,2024-11-13 16:00:00,https://news.biglobe.ne.jp/sports/1113/fbt_241113_0797996977.html,Y,アトレチコ鈴鹿,-
ICC主任検察官の不祥事調査 女性職員にセクハラ疑惑（2024年11月12日）｜BIGLOBEニュース,2024-11-12 06:36:44,https://news.biglobe.ne.jp/international/1112/kyo_241112_0137152967.html,N,ICC主任検察官,-
ICC主任検察官の不祥事調査,2024-11-12 06:36:00,https://article.auone.jp/detail/1/4/8/229_8_r_20241112_1731361042157930,N,ICC主任検察官,-
10～30代男女が「もうテレビで見たくない不祥事芸能人」、訴訟取り下げが話題のダウンタウン松本人志もランクイン【4～10位】,2024-11-13 11:34:44,https://www.msn.com/ja-jp/news/entertainment/10-30%E4%BB%A3%E7%94%B7%E5%A5%B3%E3%81%8C-%E3%82%82%E3%81%86%E3%83%86%E3%83%AC%E3%83%93%E3%81%A7%E8%A6%8B%E3%81%9F%E3%81%8F%E3%81%AA%E3%81%84%E4%B8%8D%E7%A5%A5%E4%BA%8B%E8%8A%B8%E8%83%BD%E4%BA%BA-%E8%A8%B4%E8%A8%9F%E5%8F%96%E3%82%8A%E4%B8%8B%E3%81%92%E3%81%8C%E8%A9%B1%E9%A1%8C%E3%81%AE%E3%83%80%E3%82%A6%E3%83%B3%E3%82%BF%E3%82%A6%E3%83%B3%E6%9D%BE%E6%9C%AC%E4%BA%BA%E5%BF%97%E3%82%82%E3%83%A9%E3%83%B3%E3%82%AF%E3%82%A4%E3%83%B3-4-10%E4%BD%8D/ar-AA1tYMG9,N,ダウンタウン松本人志,-
上重聡アナ、フリー直後の苦悩語る 15年に報じられた不祥事は「若気の至りが」,2024-11-10 16:07:09,https://news.nifty.com/topics/spa/241110798464/,N,上重聡アナ,-
【不祥事受け福島県会見】県職員「スカートの中を盗撮しようとした疑い」逮捕 不祥事根絶緊急会議の翌日に (2024年11月6日),2024-11-06 17:28:31,https://www.excite.co.jp/news/article/fukushima_tv_1226800986781139215/,N,福島県職員,-
10～30代男女が「もうテレビで見たくない不祥事芸能人」、不同意性交容疑のジャンポケ斉藤を抑えたのは【トップ3】,2024-11-12 11:00:00,https://pinzuba.news/articles/-/8804?page\u003d3,N,ジャンポケ斉藤,-
『マイダイアリー』「大事なお知らせ」に反響 吉川愛ミニスカ推し活姿→急転「不祥事とか?」「ダメージでかいわ」,2024-11-13 13:07:00,https://www.oricon.co.jp/news/2353970/full/,N,吉川愛,-
10～30代男女が「もうテレビで見たくない不祥事芸能人」、訴訟取り下げが話題のダウンタウン松本人志もランクイン【第4位以下】,2024-11-13 11:00:00,https://pinzuba.news/articles/-/8805?page\u003d3,N,松本人志,-
【11月13日付社説】公務員の不祥事/ 県民に尽くす立場忘れるな,2024-11-13 09:47:04,https://www.msn.com/ja-jp/news/national/11%E6%9C%8813%E6%97%A5%E4%BB%98%E7%A4%BE%E8%AA%AC-%E5%85%AC%E5%8B%99%E5%93%A1%E3%81%AE%E4%B8%8D%E7%A5%A5%E4%BA%8B-%E7%9C%8C%E6%B0%91%E3%81%AB%E5%B0%BD%E3%81%8F%E3%81%99%E7%AB%8B%E5%A0%B4%E5%BF%98%E3%82%8C%E3%82%8B%E3%81%AA/ar-AA1tYoV7,N,-,-
鹿児島県警不祥事の指示巡り長官訓戒 野川前本部長 自動車安全運転センターへ異動,2024-11-07 18:33:45,http://www.msn.com/ja-jp/news/national/%E9%B9%BF%E5%85%90%E5%B3%B6%E7%9C%8C%E8%AD%A6%E4%B8%8D%E7%A5%A5%E4%BA%8B%E3%81%AE%E6%8C%87%E7%A4%BA%E5%B7%A1%E3%82%8A%E9%95%B7%E5%AE%98%E8%A8%93%E6%88%92-%E9%87%8E%E5%B7%9D%E5%89%8D%E6%9C%AC%E9%83%A8%E9%95%B7-%E8%87%AA%E5%8B%95%E8%BB%8A%E5%AE%89%E5%85%A8%E9%81%8B%E8%BB%A2%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BC%E3%81%B8%E7%95%B0%E5%8B%95/ar-AA1tFB5d?apiversion\u003dv2\u0026noservercache\u003d1\u0026domshim\u003d1\u0026renderwebcomponents\u003d1\u0026wcseo\u003d1\u0026batchservertelemetry\u003d1\u0026noservertelemetry\u003d1,N,鹿児島県警,-
写真ニュース(1/1): あの“不祥事”芸人をもっとドラマで使うべき 「すごく良くて」名優・生瀬勝久が力説するワケ,2024-11-13 07:32:00,https://news.biglobe.ne.jp/entertainment/1113/2154153145/spn_spn_20241113s10041000053000p_view_jpg.html,N,生瀬勝久,-
「THE BOYZ」エリック、思わぬ不祥事…直筆の手紙と一緒に投稿した“とんでもない製品”とは？,2024-11-11 17:47:06,https://www.msn.com/ja-jp/news/entertainment/%E3%83%9A%E3%83%9A%E3%83%AD%E3%81%A0%E3%81%A8%E6%80%9D%E3%81%A3%E3%81%A6-the-boyz-%E3%82%A8%E3%83%AA%E3%83%83%E3%82%AF-%E3%83%95%E3%82%A1%E3%83%B3%E3%81%AB%E7%9B%B4%E7%AD%86%E3%81%AE%E6%89%8B%E7%B4%99%E3%81%A8%E4%B8%80%E7%B7%92%E3%81%AB%E3%81%A8%E3%82%93%E3%81%A7%E3%82%82%E3%81%AA%E3%81%84-%E8%A3%BD%E5%93%81-%E3%82%92%E9%80%81%E3%82%8B-%E3%81%84%E3%81%A3%E3%81%9F%E3%81%84%E3%81%A9%E3%81%86%E3%81%97%E3%81%9F%E3%81%AE/ar-AA1tRqpi,N,THE BOYZ,-
ＩＣＣカーン主任検察官に性的不祥事疑惑、外部調査を開始へ（字幕・10日）,2024-11-11 23:56:33,https://www.msn.com/ja-jp/news/world/%EF%BD%89%EF%BD%83%EF%BD%83%E3%82%AB%E3%83%BC%E3%83%B3%E4%B8%BB%E4%BB%BB%E6%A4%9C%E5%AF%9F%E5%AE%98%E3%81%AB%E6%80%A7%E7%9A%84%E4%B8%8D%E7%A5%A5%E4%BA%8B%E7%96%91%E6%83%91-%E5%A4%96%E9%83%A8%E8%AA%BF%E6%9F%BB%E3%82%92%E9%96%8B%E5%A7%8B%E3%81%B8-%E5%AD%97%E5%B9%95-10%E6%97%A5/vi-AA1tQUOX,N,ICCカーン主任検察官,-
写真ニュース(1/1): ICC主任検察官の不祥事調査 女性職員にセクハラ疑惑,2024-11-12 06:36:00,https://news.biglobe.ne.jp/international/1112/0137152967/kyo_kyo_origin_1_1_jpg.html,N,ICC主任検察官,-
「歴代不祥事の中でも伝説級」神奈川県警 現役警官の“驚愕悪事”にネット呆然「マジでどうなってんの」,2024-11-07 04:09:39,http://www.msn.com/ja-jp/news/national/%E6%AD%B4%E4%BB%A3%E4%B8%8D%E7%A5%A5%E4%BA%8B%E3%81%AE%E4%B8%AD%E3%81%A7%E3%82%82%E4%BC%9D%E8%AA%AC%E7%B4%9A-%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E8%AD%A6-%E7%8F%BE%E5%BD%B9%E8%AD%A6%E5%AE%98%E3%81%AE-%E9%A9%9A%E6%84%95%E6%82%AA%E4%BA%8B-%E3%81%AB%E3%83%8D%E3%83%83%E3%83%88%E5%91%86%E7%84%B6-%E3%83%9E%E3%82%B8%E3%81%A7%E3%81%A9%E3%81%86%E3%81%AA%E3%81%A3%E3%81%A6%E3%82%93%E3%81%AE/ar-AA1tzNeV?apiversion\u003dv2\u0026noservercache\u003d1\u0026domshim\u003d1\u0026renderwebcomponents\u003d1\u0026wcseo\u003d1\u0026batchservertelemetry\u003d1\u0026noservertelemetry\u003d1,N,神奈川県警,-
ジョッキでビール7杯「当時の記憶ない」…酒席でセクハラ 49歳男性教諭を減給処分 本年度懲戒18件目、県教委は不祥事防止強化へ体験型研修実施へ,2024-11-07 21:01:00,https://news.goo.ne.jp/picture/region/minaminippon-20241107175326.html,N,男性教諭,-
あの“不祥事”芸人をもっとドラマで使うべき 「すごく良くて」名優・ 生瀬勝久が力説するワケ,2024-11-13 08:46:51,https://www.msn.com/ja-jp/news/entertainment/%E3%81%82%E3%81%AE-%E4%B8%8D%E7%A5%A5%E4%BA%8B-%E8%8A%B8%E4%BA%BA%E3%82%92%E3%82%82%E3%81%A3%E3%81%A8%E3%83%89%E3%83%A9%E3%83%9E%E3%81%A7%E4%BD%BF%E3%81%86%E3%81%B9%E3%81%8D-%E3%81%99%E3%81%94%E3%81%8F%E8%89%AF%E3%81%8F%E3%81%A6-%E5%90%8D%E5%84%AA-%E7%94%9F%E7%80%AC%E5%8B%9D%E4%B9%85%E3%81%8C%E5%8A%9B%E8%AA%AC%E3%81%99%E3%82%8B%E3%83%AF%E3%82%B1/ar-AA1tY0of,N,生瀬勝久,-
ICC主任検察官の不祥事調査 女性職員にセクハラ疑惑,2024-11-12 07:07:39,https://www.msn.com/ja-jp/news/world/icc%E4%B8%BB%E4%BB%BB%E6%A4%9C%E5%AF%9F%E5%AE%98%E3%81%AE%E4%B8%8D%E7%A5%A5%E4%BA%8B%E8%AA%BF%E6%9F%BB-%E5%A5%B3%E6%80%A7%E8%81%B7%E5%93%A1%E3%81%AB%E3%82%BB%E3%82%AF%E3%83%8F%E3%83%A9%E7%96%91%E6%83%91/ar-AA1tTO27,N,ICC主任検察官,-
不祥事に揺れる県警 新本部長が着任 「やれることは何でも」,2024-11-07 03:39:47,https://www.msn.com/ja-jp/news/national/%E4%B8%8D%E7%A5%A5%E4%BA%8B%E3%81%AB%E6%8F%BA%E3%82%8C%E3%82%8B%E7%9C%8C%E8%AD%A6-%E6%96%B0%E6%9C%AC%E9%83%A8%E9%95%B7%E3%81%8C%E7%9D%80%E4%BB%BB-%E3%82%84%E3%82%8C%E3%82%8B%E3%81%93%E3%81%A8%E3%81%AF%E4%BD%95%E3%81%A7%E3%82%82/ar-AA1tzKPW,N,県警,-
写真ニュース(1/1): アトレチコ鈴鹿でのカズの役割とは。“不祥事クラブ”からの脱却へ,2024-11-13 16:00:00,https://news.biglobe.ne.jp/sports/1113/0797996977/fbt_fbt_20241113160115_1_jpg.html,Y,アトレチコ鈴鹿,-
盛山晋太郎、危険なニオイする人物が持つ“アイテム”発見 不祥事起こした先輩も所有…「十分なソース」,2024-11-07 00:26:31,https://www.msn.com/ja-jp/news/entertainment/%E7%9B%9B%E5%B1%B1%E6%99%8B%E5%A4%AA%E9%83%8E-%E5%8D%B1%E9%99%BA%E3%81%AA%E3%83%8B%E3%82%AA%E3%82%A4%E3%81%99%E3%82%8B%E4%BA%BA%E7%89%A9%E3%81%8C%E6%8C%81%E3%81%A4-%E3%82%A2%E3%82%A4%E3%83%86%E3%83%A0-%E7%99%BA%E8%A6%8B-%E4%B8%8D%E7%A5%A5%E4%BA%8B%E8%B5%B7%E3%81%93%E3%81%97%E3%81%9F%E5%85%88%E8%BC%A9%E3%82%82%E6%89%80%E6%9C%89-%E5%8D%81%E5%88%86%E3%81%AA%E3%82%BD%E3%83%BC%E3%82%B9/ar-AA1twttP,N,盛山晋太郎,-
一大イベントの直前に不祥事発覚 カナデビア社長「極めて残念」,2024-11-08 15:27:42,https://www.msn.com/ja-jp/money/business/%E4%B8%80%E5%A4%A7%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88%E3%81%AE%E7%9B%B4%E5%89%8D%E3%81%AB%E4%B8%8D%E7%A5%A5%E4%BA%8B%E7%99%BA%E8%A6%9A-%E3%82%AB%E3%83%8A%E3%83%87%E3%83%93%E3%82%A2%E7%A4%BE%E9%95%B7-%E6%A5%B5%E3%82%81%E3%81%A6%E6%AE%8B%E5%BF%B5/ar-AA1tIwX3,Y,カナデビア,-
無許可の副業で約2億円。20代職員が風俗店勤務…国税さん、最近ちょっと不祥事が多くないですか？,2024-11-08 07:18:05,https://www.msn.com/ja-jp/news/national/%E7%84%A1%E8%A8%B1%E5%8F%AF%E3%81%AE%E5%89%AF%E6%A5%AD%E3%81%A7%E7%B4%842%E5%84%84%E5%86%86-20%E4%BB%A3%E8%81%B7%E5%93%A1%E3%81%8C%E9%A2%A8%E4%BF%97%E5%BA%97%E5%8B%A4%E5%8B%99-%E5%9B%BD%E7%A8%8E%E3%81%95%E3%82%93-%E6%9C%80%E8%BF%91%E3%81%A1%E3%82%87%E3%81%A3%E3%81%A8%E4%B8%8D%E7%A5%A5%E4%BA%8B%E3%81%8C%E5%A4%9A%E3%81%8F%E3%81%AA%E3%81%84%E3%81%A7%E3%81%99%E3%81%8B/ar-AA1tHvxu,N,国税,-
不祥事根絶へ 入札巡る不祥事受け福島県が再発防止策を土木部幹部に要請 法令順守の徹底を図る,2024-11-07 01:25:44,http://www.msn.com/ja-jp/news/national/%E4%B8%8D%E7%A5%A5%E4%BA%8B%E6%A0%B9%E7%B5%B6%E3%81%B8-%E5%85%A5%E6%9C%AD%E5%B7%A1%E3%82%8B%E4%B8%8D%E7%A5%A5%E4%BA%8B%E5%8F%97%E3%81%91%E7%A6%8F%E5%B3%B6%E7%9C%8C%E3%81%8C%E5%86%8D%E7%99%BA%E9%98%B2%E6%AD%A2%E7%AD%96%E3%82%92%E5%9C%9F%E6%9C%A8%E9%83%A8%E5%B9%B9%E9%83%A8%E3%81%AB%E8%A6%81%E8%AB%8B-%E6%B3%95%E4%BB%A4%E9%A0%86%E5%AE%88%E3%81%AE%E5%BE%B9%E5%BA%95%E3%82%92%E5%9B%B3%E3%82%8B/ar-AA1tzYdE?apiversion\u003dv2\u0026noservercache\u003d1\u0026domshim\u003d1\u0026renderwebcomponents\u003d1\u0026wcseo\u003d1\u0026batchservertelemetry\u003d1\u0026noservertelemetry\u003d1,N,福島県,-
【不祥事受け福島県会見】県職員「スカートの中を盗撮しようとした疑い」逮捕 不祥事根絶緊急会議の翌日に,2024-11-06 17:56:18,https://www.msn.com/ja-jp/news/national/%E4%B8%8D%E7%A5%A5%E4%BA%8B%E5%8F%97%E3%81%91%E7%A6%8F%E5%B3%B6%E7%9C%8C%E4%BC%9A%E8%A6%8B-%E7%9C%8C%E8%81%B7%E5%93%A1-%E3%82%B9%E3%82%AB%E3%83%BC%E3%83%88%E3%81%AE%E4%B8%AD%E3%82%92%E7%9B%97%E6%92%AE%E3%81%97%E3%82%88%E3%81%86%E3%81%A8%E3%81%97%E3%81%9F%E7%96%91%E3%81%84-%E9%80%AE%E6%8D%95-%E4%B8%8D%E7%A5%A5%E4%BA%8B%E6%A0%B9%E7%B5%B6%E7%B7%8A%E6%80%A5%E4%BC%9A%E8%AD%B0%E3%81%AE%E7%BF%8C%E6%97%A5%E3%81%AB/ar-AA1tAJ9t,N,福島県職員,-
「情けない」「茶化す気にもならん」神奈川県警巡査長「700万円だまし取り」で逮捕! 特殊詐欺対策強化中の不祥事にあきれる声続出,2024-11-06 20:57:27,http://www.msn.com/ja-jp/news/national/%E6%83%85%E3%81%91%E3%81%AA%E3%81%84-%E8%8C%B6%E5%8C%96%E3%81%99%E6%B0%97%E3%81%AB%E3%82%82%E3%81%AA%E3%82%89%E3%82%93-%E7%A5%9E%E5%A5%88%E5%B7%9D%E7%9C%8C%E8%AD%A6%E5%B7%A1%E6%9F%BB%E9%95%B7-700%E4%B8%87%E5%86%86%E3%81%A0%E3%81%BE%E3%81%97%E5%8F%96%E3%82%8A-%E3%81%A7%E9%80%AE%E6%8D%95-%E7%89%B9%E6%AE%8A%E8%A9%90%E6%AC%BA%E5%AF%BE%E7%AD%96%E5%BC%B7%E5%8C%96%E4%B8%AD%E3%81%AE%E4%B8%8D%E7%A5%A5%E4%BA%8B%E3%81%AB%E3%81%82%E3%81%8D%E3%82%8C%E3%82%8B%E5%A3%B0%E7%B6%9A%E5%87%BA/ar-AA1txap0?apiversion\u003dv2\u0026noservercache\u003d1\u0026domshim\u003d1\u0026renderwebcomponents\u003d1\u0026wcseo\u003d1\u0026batchservertelemetry\u003d1\u0026noservertelemetry\u003d1,N,神奈川県警巡査長,-
鹿児島県警の不祥事に幕引き…前本部長は降格か？「自動車安全運転センター」に異動の不自然,2024-11-08 20:52:59,https://news.nifty.com/topics/gendai/241108798098/,N,鹿児島県警,-
鹿児島県警不祥事の指示巡り長官訓戒 野川前本部長 自動車安全運転センターへ異動 (2024年11月7日),2024-11-07 19:08:38,https://www.excite.co.jp/news/article/kts_1227194611334578506/,N,鹿児島県警,-
アトレチコ鈴鹿でのカズの役割とは。“不祥事クラブ”からの脱却へ,2024-11-13 16:00:00,https://football-tribe.com/japan/2024/11/13/317017/2/,Y,アトレチコ鈴鹿,-
ICC主任検察官の不祥事調査 女性職員にセクハラ疑惑 (2024年11月12日),2024-11-12 06:36:00,https://www.excite.co.jp/news/article/Kyodo_1228821285608849628/,N,ICC主任検察官,-
あの“不祥事”芸人をもっとドラマで使うべき 「すごく良くて」名優・生瀬勝久が力説するワケ,2024-11-13 07:30:00,https://news.livedoor.com/article/detail/27545622/,N,生瀬勝久,-
一大イベントの直前に不祥事発覚 カナデビア社長「極めて残念」 (2024年11月8日掲載),2024-11-08 15:02:29,https://news.livedoor.com/topics/detail/27517724/,Y,カナデビア,-
10～30代男女が「もうテレビで見たくない不祥事芸能人」、訴訟取り下げが話題の松本人志もランクイン【4～10位】,2024-11-13 11:12:00,https://www.j-cast.com/tv/todays_topic/entry.html?id\u003d1229252972475203710,N,松本人志,-
あの“不祥事”芸人をもっとドラマで使うべき 「すごく良くて」名優・生瀬勝久が力説するワケ,2024-11-13 07:36:00,https://headtopics.com/jp/123541239882201716488-61798331,N,生瀬勝久,-
ウエルシア薬局 不正アクセス受け4万人近くの個人情報漏えいか | NHK | IT・ネット,2024-11-08 18:31:04,https://www3.nhk.or.jp/news/html/20241108/k10014633111000.html,Y,ウエルシア薬局,ウエルシアホールディングス
「ダンロップスポーツ公式オンラインストア」不正注文検知サービス「O-PLUX」と「3Dセキュア」との併用でクレカ不正利用対策を強化,2024-11-12 08:30:01,https://prtimes.jp/main/html/rd/p/000000156.000009799.html,Y,ダンロップスポーツ公式オンラインストア,住友ゴム工業
サンウェルズ、24年4〜9月決算発表延期 不正疑惑を調査,2024-11-06 18:20:00,https://www.nikkei.com/article/DGXZQOCC068YP0W4A101C2000000/,Y,サンウェルズ,サンウェルズグループ
過激派・革マルを家宅捜索 コロナ給付金などを不正受給疑い 警視庁,2024-11-12 19:00:00,https://www.asahi.com/articles/ASSCD30PXSCDUTIL01LM.html,N,革マル,-
1社単独では見抜けない不正を検知、クレジットカードのナッジが業界横断の顔画像による不正検知サービス「LIQUID Shield」を導入,2024-11-13 13:16:38,https://liquidinc.asia/2024-11-13/,Y,LIQUID Shield,LIQUID
ブックオフ 架空買い取りなど不正確認 社長の報酬30％減額,2024-11-12 18:23:02,https://www3.nhk.or.jp/news/html/20241112/k10014636361000.html,Y,ブックオフ,ブックオフグループ
日本生命、就業不能保険の販売停止へ 不正対策,2024-11-11 21:00:00,https://www.nikkei.com/article/DGXZQOUB113VB0R11C24A1000000/,Y,日本生命,日本生命保険
特殊詐欺捜査課の巡査部長を懲戒免職 高齢者の被害品を不正使用疑い [大阪府],2024-11-07 18:31:40,https://www.asahi.com/articles/ASSC732ZCSC7PTIL003M.html,N,大阪府,-
山形市 不正受給でこども園の学校法人理事長を刑事告訴,2024-11-13 15:42:00,https://www3.nhk.or.jp/lnews/yamagata/20241113/6020022395.html,N,山形市,-
不正体質は治らず隠蔽まで露呈、ツバキ・ナカシマがまた品質偽装,2024-11-13 05:00:00,https://xtech.nikkei.com/atcl/nxt/column/18/00001/09976/,Y,ツバキ・ナカシマ,長野製作所
Akamai Account Protector、詐欺や不正への対策に新機能を追加,2024-11-08 11:00:03,https://prtimes.jp/main/html/rd/p/000000231.000031697.html,Y,Akamai,Akamai Technologies
和泊町 医療法人が県の補助金を不正受給 県が全額返還を命令,2024-11-08 12:19:00,https://www3.nhk.or.jp/lnews/kagoshima/20241108/5050028862.html,N,和泊町,-
鉄道輪軸不正10の疑問、国内事業者の6割に広がったルール違反,2024-11-07 05:00:00,https://xtech.nikkei.com/atcl/nxt/column/18/00001/09926/,Y,-,-
他社の顧客情報 不正取得の疑い ガス会社支店長ら3人逮捕 千葉,2024-11-06 17:18:23,https://www3.nhk.or.jp/news/html/20241106/k10014630311000.html,Y,ガス会社,東京ガス
“通勤手当の不正受給など”岡垣町職員が停職６か月の懲戒処分,2024-11-12 17:36:00,https://www3.nhk.or.jp/lnews/kitakyushu/20241112/5020016840.html,N,岡垣町,-
リフォーム「ビック・ママ」コロナ禍の助成金３億円を不正受給,2024-11-06 18:32:00,https://www3.nhk.or.jp/tohoku-news/20241106/6000029352.html,Y,ビック・ママ,-
詐欺の被害品を不正に使用疑い 巡査部長を懲戒免職 大阪府警,2024-11-07 20:08:00,https://www3.nhk.or.jp/kansai-news/20241107/2000089042.html,N,大阪府警,-
革マル派のアジトを家宅捜索、コロナ給付金不正受給の疑い 活動資金にしていたか,2024-11-12 18:38:42,https://www.tokyo-np.co.jp/article/366433,N,革マル派,-
保険証不正使用、医療費の支払い一部免れる 革労協主流派の女逮捕,2024-11-06 21:49:07,https://www.sankei.com/article/20241106-44YPLYVTQRLU5AOLOO72SZ3GQQ/,N,革労協主流派,-
＜社説＞東証の取引不正 倫理の欠如にあきれる,2024-11-08 07:56:16,https://www.tokyo-np.co.jp/article/365551,Y,東証,東京証券取引所
ブックオフ、社長報酬30%返上 従業員不正で再発防止策,2024-11-12 18:05:56,https://www.nikkei.com/article/DGXZQOUC1272T0S4A111C2000000/,Y,ブックオフ,ブックオフグループ
ICC、主任検察官に対する外部調査実施を発表 性的不正行為の疑惑で,2024-11-12 13:13:39,https://www.bbc.com/japanese/articles/c74l0v4vdzlo,N,ICC,-
ウエルシアで従業員がサポート詐欺被害、不正アクセスで約4万人の個人情報流出か,2024-11-11 20:00:00,https://xtech.nikkei.com/atcl/nxt/news/24/01793/,Y,ウエルシア,ウエルシアホールディングス
